method,n,mean_gap,median_gap,max_gap,n_instances
dwave_hybrid,10,0.0,0.0,0.0,3
dwave_qpu,10,0.0,0.0,0.0,3
exact,10,0.0,0.0,0.0,3
sa,10,0.0,0.0,0.0,3
tabu,10,0.0,0.0,0.0,3
dwave_hybrid,20,0.0021117443289709334,0.0029101900741407,0.0034250429127721,3
dwave_qpu,20,0.1606230479777568,0.157218677098824,0.2792831085428698,3
exact,20,0.0,0.0,0.0,3
sa,20,0.004722870329482,0.0050288336286633,0.0091397773597827,3
tabu,20,0.0,0.0,0.0,3
